start-url,title,ingredients,calorie,guaranteed analysis,food link 2-href
https://www.chewy.com/b/dry-food_c294_p15,Wellness CORE RawRev Grain-Free Small Breed Original Recipe with Freeze Dried Turkey Dry Dog Food,"Deboned Turkey, Turkey Meal (source of Glucosamine), Chicken Meal (source of Chondroitin Sulfate), Lentils, Peas, Dried Ground Potatoes, Chicken Fat (preserved with Mixed Tocopherols), Tomato Pomace, Ground Flaxseed, Turkey Liver, Turkey Hearts, Natural Chicken Flavor, Salmon Oil, Taurine, Choline Chloride, Vitamin E Supplement, Spinach, Broccoli, Carrots, Parsley, Apples, Blueberries, Kale, Spearmint, Zinc Proteinate, Mixed Tocopherols added to preserve freshness, Zinc Sulfate, Calcium Carbonate, Niacin, Iron Proteinate, Ferrous Sulfate, Vitamin A Supplement, Copper Sulfate, Thiamine Mononitrate, Copper Proteinate, Manganese Proteinate, Manganese Sulfate, d-Calcium Pantothenate, Sodium Selenite, Pyridoxine Hydrochloride, Riboflavin, Biotin, Vitamin D3 Supplement, Chicory Root Extract, Yucca Schidigera Extract, Calcium Iodate, Vitamin B12 Supplement, Folic Acid, Ascorbic Acid (Vitamin C), Dried Lactobacillus plantarum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product, Rosemary Extract, Green Tea Extract, Spearmint Extract.","This food contains 3,708 kcal/kg or 407 kcal/cup ME (metabolizable energy) on an as fed basis.","<tr><td>Crude Protein</td><td>38.0% (min)</td></tr><tr><td>Crude Fat</td><td>15.0% (min)</td></tr><tr><td>Crude Fiber</td><td>5.0% (max)</td></tr><tr><td>Moisture</td><td>10.0% (min)</td></tr><tr><td>Calcium</td><td>2.0% (min)</td></tr><tr><td>Phosphorus</td><td>1.3.0% (min)</td></tr><tr><td>Vitamin A</td><td>25,000 IU/kg (min)</td></tr><tr><td>Vitamin E</td><td>400 IU/kg (min)</td></tr><tr><td>Omega-6 Fatty Acids</td><td>3.0% (min)</td></tr><tr><td>Omega-3 Fatty Acids</td><td>0.50% (min)</td></tr><tr><td>Glucosamine</td><td>250 mg/kg (min)</td></tr><tr><td>Chondroitin SulFate</td><td>200 mg/kg (min)</td></tr><tr><td>Total Lactic Acid Microorganisms</td><td>80,000,000 CFU/lb (min)</td></tr>",https://www.chewy.com/wellness-core-rawrev-grain-free-small/dp/141786
https://www.chewy.com/b/dry-food_c294_p41,BIXBI Liberty Beef Recipe Grain-Free Dry Dog Food,"Deboned Beef, Red Lentils, Whole Yellow Peas, Egg, Natural Beef Flavor, Beef Fat, Dicalcium Phosphate, Calcium Phosphate, Salt, Calcium Carbonate, Sunflower Oil, Choline Chloride, Salmon Oil, L-Threonine, Potassium Chloride, Vitamins (Vitamin E Supplement, Niacin Supplement, D-Calcium Pantothenate, Riboflavin Supplement, Vitamin A Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Mixed Tocopherols (A Preservative), Rosemary Extract, Dandelion Greens, L-Carnitine, L-Tryptophan.","3,790 kcal/kg, 416 kcal/cup","<tr><td>Crude Protein</td><td>26.0% min</td></tr><tr><td>Crude Fat</td><td>16.5% min</td></tr><tr><td>Crude Fiber</td><td>6.0% max</td></tr><tr><td>Moisture</td><td>12.0% max</td></tr>",https://www.chewy.com/bixbi-liberty-beef-recipe-grain-free/dp/281249
https://www.chewy.com/b/dry-food_c294_p25,AvoDerm Chicken Meal & Brown Rice Recipe Small Breed Adult Dry Dog Food,"Chicken Meal, Ground Brown Rice, Ground White Rice, Oatmeal, Chicken Fat (Preserved with Mixed Tocopherols), Dried Plain Beet Pulp, Rice Bran, Avocado, Dried Tomato Pomace, Natural Flavor, Alfalfa Meal, Flax Seed (Source of Omega 3), Herring Meal, Dried Chicory Root, Dried Egg Product, Potassium Chloride, Salt, Kelp Meal, Avocado Oil, Vitamins (Choline Chloride, a-Tocopherol Acetate (Source of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Niacin, Biotin, Calcium Pantothenate, Vitamin A Supplement, Riboflavin Supplement, Pyridoxine Hydrochloride (Source of Vitamin B6), Thiamine Mononitrate (Source of Vitamin B1), Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid),  Minerals (Zinc Sulfate, Ferrous Sulfate, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Selenium Yeast, Copper Amino Acid Chelate, Copper Sulfate, Manganese Sulfate, Manganese Amino Acid Chelate, Calcium Iodate), Yucca Shidigera Extract, Rosemary Extract, Sage Extract, Pineapple Stem, Papaya Extract, Dehydrated Lactobacillus Acidophilus Fermentation Product, Dehydrated Lactobacillus Casei Fermentation Product, Dehydrated Bifidobacterium Thermophilum Fermentation Product, Dehydrated Enterococcus Faecium Fermentation Product.","3,607 kcal/kg, 450 kcal/cup","<tr><td>Crude Protein</td><td>26.0% min</td></tr><tr><td>Crude Fat</td><td>16.0% min</td></tr><tr><td>Crude Fiber</td><td>4.2% max</td></tr><tr><td>Moisture</td><td>10.0% max</td></tr><tr><td>Vitamin E</td><td>125 IU/kg min</td></tr><tr><td>Omega-6 Fatty Acids</td><td>2.2% min</td></tr><tr><td>Omega-3 Fatty Acids</td><td>0.4% min</td></tr><tr><td>Ascorbic Acid</td><td>25 mg/kg min</td></tr>",https://www.chewy.com/avoderm-chicken-meal-brown-rice/dp/31904
https://www.chewy.com/b/dry-food_c294_p30,Blue Buffalo Natural Veterinary Diet W+M Weight Management + Mobility Support Grain-Free Dry Dog Food,"Deboned Salmon, Chicken Meal, Pea Protein, Powdered Cellulose, Peas, Tapioca Starch, Natural Flavor, Pea Starch, Flaxseed (source of Omega 3 Fatty Acids), Fish Oil (source of EPA-Eicosapentaenoic Acid), Gelatin, Cranberries, Dried Tomato Pomace, Canola Oil (source of Omega 6 Fatty Acids), Shrimp Meal (source of Glucosamine), Potassium Sulfate, Pea Fiber, Choline Chloride, Potassium Chloride, Betaine Hydrochloride, Calcium Chloride, DL-Methionine, Dehydrated Alfalfa Meal, Chicken Fat (preserved with Mixed Tocopherols), Dried Chicory Root (source of Soluble Fiber), Taurine, Calcium Sulfate, Potatoes, Turmeric, Pomegranate, Alfalfa Nutrient Concentrate, L-Threonine, Dicalcium Phosphate, Calcium Carbonate, L-Tryptophan, Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Sweet Potatoes, Carrots, L-Carnitine, Zinc Amino Acid Chelate, preserved with Mixed Tocopherols, Iron Amino Acid Chelate, Chondroitin Sulfate, Garlic, Vegetable Juice for color, Salt, Blueberries, Barley Grass, Parsley, Dried Kelp, Yucca Schidigera Extract, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Niacin (Vitamin B3), Calcium Pantothenate (Vitamin B5), L-Lysine, Biotin (Vitamin B7), Vitamin A Supplement, Zinc Sulfate, Ferrous Sulfate, Thiamine Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Pyridoxine Hydrochloride (Vitamin B6), Calcium Iodate, Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Copper Sulfate, Folic Acid (Vitamin B9), Manganese Sulfate, Sodium Selenite, Oil of Rosemary.","3,234 kcal/kg, 325 kcal/cup","<tr><th>Guaranteed Analysis:</th><th> </th></tr><tr><td>Crude Protein</td><td>30.0% min</td></tr><tr><td>Crude Fat</td><td>12.0% min</td></tr><tr><td>Crude Fiber</td><td>17.0% max</td></tr><tr><td>Moisture</td><td>10.0% max</td></tr><tr><td>EPA</td><td>0.35% min</td></tr><tr><td>Calcium</td><td>0.8% min</td></tr><tr><td>Phosphorus</td><td>0.6% min</td></tr><tr><td>Magnesium</td><td>0.14% max</td></tr><tr><td>Vitamin E</td><td>300 IU/kg min</td></tr><tr><td>Taurine</td><td>0.2% min</td></tr><tr><td>Soluble Fiber</td><td>1.0% min</td></tr><tr><td>Omega 3 Fatty Acids</td><td>2.0% min</td></tr><tr><td>Omega 6 Fatty Acids</td><td>1.5% min</td></tr><tr><td>Ascorbic Acid (Vitamin C)</td><td>200 mg/kg min</td></tr><tr><td>L-Carnitine</td><td>250 mg/kg min</td></tr><tr><td>Glucosamine</td><td>700 mg/kg min</td></tr><tr><td>Chondroitin Sulfate</td><td>550 mg/kg min</td></tr>",https://www.chewy.com/blue-buffalo-natural-veterinary-diet/dp/179650
https://www.chewy.com/b/dry-food_c294_p10,"Wellness Small Breed Complete Health Senior Deboned Turkey & Peas Recipe Dry Dog Food, 4-lb bag","Deboned Turkey, Chicken Meal, Ground Brown Rice, Peas, Rice, Oats, Chicken Fat (preserved with Mixed Tocopherols), Tomato Pomace, Ground Flaxseed, Tomatoes, Pea Fiber, Natural Chicken Flavor, Carrots, Spinach, Potassium Chloride, Choline Chloride, Sweet Potatoes, Blueberries, Apples, Mixed Tocopherols added to preserve freshness, Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate, Chicory Root Extract, Yucca Schidigera Extract, Taurine, Zinc Proteinate, Zinc Sulfate, Calcium Carbonate, Niacin, Ferrous Sulfate, Iron Proteinate, Vitamin A Supplement, Glucosamine Hydrochloride, Chondroitin Sulfate, Ascorbic Acid (Vitamin C), Copper Sulfate, Thiamine Mononitrate, Copper Proteinate, Manganese Proteinate, Manganese Sulfate, d-Calcium Pantothenate, Sodium Selenite, Pyridoxine Hydrochloride, Riboflavin, Biotin, Vitamin D3 Supplement, Calcium Iodate, Vitamin B12 Supplement, Folic Acid, Dried Lactobacillus plantarum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product, Rosemary Extract, Green Tea Extract, Spearmint Extract.This is a naturally preserved product.","This food contains 3,478 kcal/kg or 435 kcal/cup ME (metabolizable energy) on an as fed basis.","<tr><td>Crude Protein</td><td>25.0% min</td></tr><tr><td>Crude Fat</td><td>12.0% min</td></tr><tr><td>Crude Fiber</td><td>5.0% max</td></tr><tr><td>Moisture</td><td>10.0% max</td></tr><tr><td>Calcium</td><td>0.8% min</td></tr><tr><td>Phosphorus</td><td>0.60% min</td></tr><tr><td>Vitamin A</td><td>25,000 IU/kg min</td></tr><tr><td>Vitamin E</td><td>300 mg/kg min</td></tr><tr><td>Omega-6 Fatty Acids</td><td>3.0% min</td></tr><tr><td>Omega-3 Fatty Acids</td><td>0.5% min</td></tr><tr><td>Glucosamine</td><td>250 mg/kg min</td></tr><tr><td>Chondroitin Sulfate</td><td>200 mg/kg min</td></tr><tr><td>Taurine</td><td>0.09% min</td></tr>",https://www.chewy.com/wellness-small-breed-complete-health/dp/49391
https://www.chewy.com/b/dry-food_c294_p7,Royal Canin Yorkshire Terrier Adult Dry Dog Food,"Brewers Rice, Brown Rice, Chicken By-Product Meal, Chicken Fat, Wheat Gluten, Corn Gluten Meal, Corn, Natural Flavors, Powdered Cellulose, Dried Plain Beet Pulp, Fish Oil, Grain Distillers Dried Yeast, Vegetable Oil, Potassium Chloride, Calcium Carbonate, Sodium Silico Aluminate, Fructooligosaccharides, Sodium Tripolyphosphate, Salt, Taurine, Hydrolyzed Yeast, Vitamins [Dl-Alpha Tocopherol Acetate (Source of Vitamin E), Inositol, Niacin Supplement, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), D-Calcium Pantothenate, Biotin, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement, Thiamine Mononitrate (Vitamin B1), Vitamin A Acetate, Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement], Dl-Methionine, Choline Chloride, Magnesium Oxide, L-Lysine, Glucosamine Hydrochloride, Marigold Extract (Tagetes Erecta L.), Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Manganese Proteinate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate], Tea, L-Carnitine, Chondroitin Sulfate, Rosemary Extract, Preserved with Mixed Tocopherols and Citric Acid.","3,802 kcal/kg, 338 kcal/cup","<tr><td>Crude Protein</td><td>26.0% min</td></tr><tr><td>Crude Fat</td><td>16.0% min</td></tr><tr><td>Crude Fiber</td><td>5.0% max</td></tr><tr><td>Moisture</td><td>10.0% max</td></tr><tr><td>Vitamin E</td><td>500 IU/kg min</td></tr><tr><td>Omega-6 Fatty Acids</td><td>3.19% min</td></tr><tr><td>Omega-3 Fatty Acids</td><td>0.56% min</td></tr><tr><td>Eicosapentaenoic Acid (EPA)</td><td>0.18% min</td></tr><tr><td>Docosahexaenoic Acid (DHA)</td><td>0.08% min</td></tr><tr><td>Taurine</td><td>0.17% min</td></tr><tr><td>Ascorbic Acid</td><td>200 mg/kg min</td></tr><tr><td>Biotin</td><td>1.57 mg/kg min</td></tr><tr><td>Glucosamine</td><td>350 mg/kg min</td></tr><tr><td>Chondroitin SulFate</td><td>25 mg/kg min</td></tr><tr><td>Lutein</td><td>5 mg/kg min</td></tr>",https://www.chewy.com/royal-canin-yorkshire-terrier-adult/dp/33866
https://www.chewy.com/b/dry-food_c294_p16,"Kinetic Performance Active 26K Formula Dry Dog Food, 35-lb bag","Chicken Meal, Chicken By-Product Meal, Brewers Rice, Ground Sorghum, Brown Rice, Chicken Fat (mixed tocopherol preservative), Menhaden Fish Meal, Dried Egg Product, Dried Beet Pulp, Ground Flaxseed, Natural Flavors, Potassium Chloride, Yeast Culture, Fish Oil (mixed tocopherol preservative),  Sunflower Oil, Choline Chloride, Salt, Mixed Tocopherols (a preservative), Citric Acid (a preservative), Rosemary Extract, Zinc Amino Acid Chelate, Yeast Extract, Iron Amino Acid Chelate, L-Lysine Hydrochloride, Dried Chicory Root, Betaine Hydrochloride, L-Carnitine, Biotin, Vitamin E Supplement, Dried Ginger Root, Ascorbic Acid (source of Vitamin C), Calcium Carbonate, Selenium Yeast, Vitamin A Supplement, Copper Amino Acid Chelate, Niacin, Manganese Amino Acid Chelate, Calcium Iodate, Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Thiamine Mononitrate, Vitamin D3 Supplement, Vitamin B12 Supplement, and Folic Acid.","3,910 kcal/kg, 444 kcal/cup","<tr><td>Crude Protein</td><td>26.0% min</td></tr><tr><td>Crude Fat</td><td>16.0% min</td></tr><tr><td>Crude Fiber</td><td>3.0% min</td></tr><tr><td>Moisture</td><td>10.0% max</td></tr>",https://www.chewy.com/kinetic-performance-active-26k/dp/126331
https://www.chewy.com/b/dry-food_c294_p32,Dave's Pet Food Chicken Meal & Brown Rice Delicate Dinner Dry Dog Food,"Chicken Meal, Brown Rice, Oat Groats, Sorghum, Millet, Dried Potatoes, Chicken Fat (Preserved With Mixed Tocopherols), Spray Dried Egg Product, Dried Plain Beet Pulp, Natural Flavor, Flax Seed, Salt, Potassium Chloride, Dicalcium Phosphate, Dl Methionine, Calcium Carbonate, L-Lysine, Fructooligosaccharides, Dried Lactobacillus Acidophilus Fermentation Extract, Dried Kelp, Vitamin E Supplement, Ascorbic Acid, Vegetable Oil, Biotin, Niacin Supplement, D-Calcium Panto-Thenate, Vitamin A Acetate, Riboflavin, Vitamin B12 Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Citric Acid, Vitamin D3 Supple-Ment, Folic Acid, Ferrous Sulfate, Zinc Sulfate, Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganous Oxide, Sodium Selenite, Calcium Iodate",366 kcal/cup,"<tr><td>Crude Protein</td><td>25.0% min</td></tr><tr><td>Crude Fat</td><td>10.0% min</td></tr><tr><td>Crude Fiber</td><td>3.0% max</td></tr><tr><td>Moisture</td><td>10.0% max</td></tr><tr><td>Phosphorus</td><td>0.89% min</td></tr><tr><td>Calcium</td><td>1.24% min</td></tr>",https://www.chewy.com/daves-pet-food-chicken-meal-brown/dp/51593
https://www.chewy.com/b/dry-food_c294_p27,ACANA Singles + Wholesome Grains Limited Ingredient Diet Duck & Pumpkin Recipe Dry Dog Food,"Deboned Duck, Duck Meal, Oat Groats, Whole Sorghum, Duck Liver, Duck Fat, Whole Pumpkin, Natural Duck Flavor, Whole Oats, Ground Miscanthus Grass, Fish Oil, Duck Cartilage, Salt, Choline Chloride, Taurine, Potassium Chloride, Vitamin E Supplement, Zinc Proteinate, Dried Kelp, Mixed Tocopherols (Preservative), Vitamin D3 Supplement, Freeze-Dried Duck Liver, Copper Proteinate, Niacin, Thiamine Mononitrate, Riboflavin, Calcium Pantothenate, Pyridoxine Hydrochloride, Folic Acid, Vitamin B12 Supplement, Chicory, Turmeric, Citric Acid (Preservative), Rosemary Extract, Dried Lactobacillus Acidophilus Fermentation Product, Dried Bifidobacterium Animalis Fermentation Product, Dried Lactobacillus Casei Fermentation Product.","3370 kcal/kg, 371 kcal/cup","<tr><td>Crude protein</td><td> 27% min</td></tr><tr><td>Crude fat</td><td> 17% min </td></tr><tr><td>Crude fiber</td><td> 6% max</td></tr><tr><td>Moisture</td><td> 12% max </td></tr><tr><td>Dietary Starch </td><td> 28% max </td></tr><tr><td>Sugars</td><td> 2% max </td></tr><tr><td>EPA (eicosapentaenoic acid)</td><td> 0.1% min </td></tr><tr><td>DHA (docosahexaenoic acid) </td><td> 0.1% min </td></tr><tr><td>Calcium </td><td> 1.8% min </td></tr><tr><td>Phosphorus</td><td> 1.3% min </td></tr><tr><td>Taurine</td><td>0.1% min</td></tr><tr><td>Omega-6 fatty acids</td><td> 1.5% min </td></tr><tr><td>Omega-3 fatty acids</td><td> 0.6% min </td></tr><tr><td>Glucosamine</td><td> 500 mg/kg min </td></tr><tr><td>Total Microorganisms</td><td> 100 Million CFU/lb</td></tr>",https://www.chewy.com/acana-singles-wholesome-grains/dp/286020
https://www.chewy.com/b/dry-food_c294_p34,Inception Chicken Recipe Dry Dog Food,"Chicken, Chicken Meal, Oats, Millet, Chicken Fat (Mixed Tocopherol Preserved), Milo, Ground Flaxseeds, Natural Flavor, Calcium Carbonate, Dicalcium Phosphate, Salt, Potassium Chloride, Taurine, Choline Chloride, L-Carnitine, Vitamins (Vitamin A Acetate, Vitamin D3 Supplement, Vitamin E Supplement, Niacin Supplement, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, Folic Acid, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate)","3,690 kcals per kg,  406 kcals per cup","<tr><td>Crude Protein</td><td> 25% min</td></tr><tr><td>Crude Fat </td><td>15% min</td></tr><tr><td>Crude Fiber </td><td>6% max</td></tr><tr><td>Moisture</td><td> 12% max</td></tr><tr><td>Calcium</td><td> 1.2% min</td></tr><tr><td>Phosphorus</td><td> 1.1% min</td></tr><tr><td>Omega 6 Fatty Acids </td><td>3.0% min</td></tr><tr><td>Omega 3 Fatty Acids </td><td>0.5% min</td></tr><tr><td>Taurine </td><td>0.20% min</td></tr>",https://www.chewy.com/inception-chicken-recipe-dry-dog-food/dp/231923
https://www.chewy.com/b/dry-food_c294_p34,Natural Balance L.I.D. Limited Ingredient Diets Chicken & Brown Rice Formula Small Breed Bites Dry Dog Food,"Chicken, Chicken Meal, Brown Rice, Brewers Rice, Rice Bran, Chicken Fat (Preserved with Mixed Tocopherols), Dried Tomato Pomace, Brewers Dried Yeast, Natural Flavor, Flaxseed, Salt, Taurine, Vitamins (Vitamin E Supplement, Niacin Supplement, D-calcium Pantothenate, Vitamin A Supplement, Riboflavin Supplement, Thiamine Mononitrate, Vitamin D3 Supplement, Pyridoxine Hydrochloride, Folic Acid, Biotin, Vitamin B12 Supplement), Menhaden Fish Oil (Preserved with Mixed Tocopherols), Choline Chloride, Dl-methionine, Potassium Chloride, Minerals (Zinc Proteinate, Zinc Sulfate, Ferrous Sulfate, Iron Proteinate, Copper Sulfate, Copper Proteinate, Manganese Sulfate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Lactic Acid, Citric Acid (Used As A Preservative), Mixed Tocopherols (Used As A Preservative), Rosemary Extract.","3445 kcal/kg, 335 kcal/8 oz. cup","<tr><td>Crude Protein</td><td>23.0% min</td></tr><tr><td>Crude Fat</td><td>12.0% min</td></tr><tr><td>Crude Fiber</td><td>4.5% max</td></tr><tr><td>Moisture</td><td>10.0% max</td></tr><tr><td>Calcium</td><td>0.8% min</td></tr><tr><td>Phosphorus</td><td>0.6% min</td></tr><tr><td>Vitamin E</td><td>150 IU/lb min</td></tr><tr><td>Taurine</td><td>0.25% min</td></tr><tr><td>Omega-3 Fatty Acids</td><td>0.3% min</td></tr><tr><td> Omega-6 Fatty Acids</td><td>2.5% min</td></tr>",https://www.chewy.com/natural-balance-lid-limited/dp/256436
https://www.chewy.com/b/dry-food_c294_p21,Purina Pro Plan Weight Management Chicken Adult Small Breed Formula Dry Dog Food,"Chicken, Rice, Corn Gluten Meal, Poultry By-Product Meal (Source Of Glucosamine), Whole Grain Corn, Soybean Meal, Whole Grain Wheat, Corn Germ Meal, Beef Fat Preserved With Mixed-tocopherols, Dried Egg Product, Fish Meal (Source Of Glucosamine), Natural Flavor, Glycerin, Pea Fiber, Wheat Bran, Calcium Carbonate, Salt, Potassium Chloride, Mono And Dicalcium Phosphate, Vitamins [Vitamin E Supplement, niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Vitamin B-12 Supplement, Riboflavin Supplement (Vitamin B-2), Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Biotin (Vitamin B-7)], Choline Chloride, Minerals [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], L-lysine Monohydrochloride, L-ascorbyl-2-polyphosphate (Vitamin C), Dried Bacillus Coagulans Fermentation Product, Garlic Oil.","3,417 kcal/kg, 346 kcal/cup","<tr><td>Crude Protein</td><td>30.0% min</td></tr><tr><td>Crude Fat</td><td>10.0% min</td></tr><tr><td>Crude Fat</td><td>14.0% max</td></tr><tr><td>Crude Fiber</td><td>4.5% max</td></tr><tr><td>Moisture</td><td>12.0% max</td></tr><tr><td>Linoleic Acid</td><td>1.5% min</td></tr><tr><td>Calcium (Ca)</td><td>1.0% min</td></tr><tr><td>Phosphorous (P)</td><td>0.8% min</td></tr><tr><td>Selenium (Se)</td><td>0.35 mg/kg min</td></tr><tr><td>Vitamin A</td><td>15,000 IU/kg min</td></tr><tr><td>Vitamin E</td><td>460 mg/kg min</td></tr><tr><td>Ascorbic Acid (Vitamin C)</td><td>70 mg/kg min</td></tr><tr><td>Glucosamine</td><td>400 ppm min</td></tr><tr><td>Omega-6 Fatty Acids</td><td>1.6% min</td></tr><tr><td>Bacillus coagulans</td><td>600 million CFU/lb min</td></tr>",https://www.chewy.com/purina-pro-plan-weight-management/dp/245363
https://www.chewy.com/b/dry-food_c294_p27,Merrick Lil' Plates Grain-Free Real Chicken & Sweet Potato Puppy Dry Dog Food,"Deboned Chicken, Chicken Meal, Potatoes, Peas, Sweet Potatoes, Chicken Fat (preserved with mixed tocopherols), Potato Protein, Natural Flavor, Flaxseed Oil, Salmon Oil, Apples, Blueberries, Inulin (from chicory root), Gelatin, Salt, Organic Dried Alfalfa Meal, Yucca Schidigera Extract, Minerals (Zinc Sulfate, Iron Amino Acid Complex, Zinc Amino Acid Complex, Manganese Amino Acid Complex, Copper Amino Acid Complex, Potassium Iodide, Cobalt Proteinate, Sodium Selenite, Cobalt Carbonate), Choline Chloride, Vitamins (Vitamin E Supplement, Vitamin A Acetate, Vitamin B12 Supplement, d-Calcium Pantothenate, Vitamin D3 Supplement, Niacin, Riboflavin Supplement, Biotin, Pyridoxine Hydrochloride, Folic Acid, Thiamine Mononitrate), Dried Bacillus coagulans Fermentation Product, Dried Lactobacillus plantarum Fermentation Product, Dried Lactobacillus casein Fermentation Product, Dried Enterococcus faecium Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product.","3,602 kcal/kg, 397 kcal/cup","<tr><td>Crude Protein</td><td>28.0% min</td></tr><tr><td>Crude Fat</td><td>15.0% min</td></tr><tr><td>Crude Fiber</td><td>4.5% max</td></tr><tr><td>Moisture</td><td>11.0% max</td></tr><tr><td>Calcium</td><td>1.2% min</td></tr><tr><td>Phosphorus</td><td>1.0% min</td></tr><tr><td>DHA</td><td>0.05% min</td></tr><tr><td>Omega-3 Fatty Acids</td><td>2.0% min</td></tr><tr><td>Omega-6 Fatty Acids</td><td>0.3.0% min</td></tr><tr><td>Glucosamine</td><td>500 mg/kg min</td></tr><tr><td>Chondroitin SulFate</td><td>500 mg/kg min</td></tr>",https://www.chewy.com/merrick-lil-plates-grain-free-small/dp/144965
